ID,Type,Attributes,Attribute Count,Recent Sale Price,Recent Offer,Recent Bid
CryptoPunk 6620,Female,"['Tassle Hat', 'Eye Mask']",2,"101.50Ξ ($363,716)",,"90Ξ ($297,643)"
CryptoPunk 8993,Male,"['Clown Eyes Blue', 'Luxurious Beard', 'Wild Hair']",3,"129.99Ξ ($435,815)","115Ξ ($461,076)","22.50Ξ ($35,699)"
CryptoPunk 9313,Female,"['Messy Hair', 'Eye Mask']",2,"80Ξ ($268,214)",,"64Ξ ($249,571)"
CryptoPunk 5964,Male,"['VR', 'Shaved Head']",2,"114.99Ξ ($385,525)",399Ξ ($1.34M),"62Ξ ($200,185)"
CryptoPunk 7965,Female,"['Mohawk', 'Classic Shades', 'Purple Lipstick']",3,"106.99Ξ ($424,175)",,"20Ξ ($36,164)"
CryptoPunk 9375,Male,"['Earring', 'Nerd Glasses', 'Smile', 'Shaved Head']",4,"129.99Ξ ($447,167)","129.99Ξ ($441,492)","16Ξ ($27,291)"
CryptoPunk 4807,Male,"['Frown', 'Shadow Beard', 'Fedora']",3,"100Ξ ($359,531)","155.54Ξ ($536,195)","90Ξ ($323,578)"
CryptoPunk 6390,Female,"['Blue Eye Shadow', 'Purple Lipstick', 'Mohawk Dark']",3,"74.50Ξ ($249,801)","200Ξ ($923,460)","67Ξ ($210,486)"
CryptoPunk 2933,Male,"['Cigarette', 'Bandana', 'Earring']",3,"80Ξ ($268,242)","80Ξ ($266,184)",
CryptoPunk 3185,Female,"['Messy Hair', 'Purple Lipstick', 'Earring']",3,"95Ξ ($303,075)","99.99Ξ ($445,945)","98Ξ ($372,731)"
CryptoPunk 3546,Male,"['Earring', 'Top Hat']",2,"210Ξ ($704,136)","210Ξ ($703,214)","55Ξ ($104,509)"
CryptoPunk 8725,Female,"['Blue Eye Shadow', 'Pink With Hat', 'Purple Lipstick']",3,"115Ξ ($383,238)","204Ξ ($763,847)","72Ξ ($240,607)"
CryptoPunk 6255,Female,"['Eye Mask', 'Pink With Hat', 'Purple Lipstick']",3,"200Ξ ($666,500)",,"62.50Ξ ($172,501)"
CryptoPunk 2969,Female,"['Hot Lipstick', 'Frumpy Hair', 'Classic Shades']",3,"88Ξ ($275,138)","88Ξ ($293,260)","67Ξ ($224,653)"
CryptoPunk 7252,Zombie,"['Chinstrap', 'Earring', 'Crazy Hair']",3,1.6KΞ ($5.33M),1.6KΞ ($4.99M),"442Ξ ($898,953)"
CryptoPunk 6635,Male,"['Front Beard', 'Cap Forward', 'Horned Rim Glasses']",3,"158Ξ ($546,253)","158Ξ ($591,607)","110Ξ ($355,950)"
CryptoPunk 5676,Male,"['Cap', 'Big Shades', 'Mole']",3,"169.99Ξ ($548,860)",1KΞ ($3.21M),"29.50Ξ ($64,994)"
CryptoPunk 3622,Male,"['Bandana', 'Front Beard Dark', 'Vape', 'Small Shades']",4,"88.90Ξ ($296,788)","88.90Ξ ($293,508)","54Ξ ($177,313)"
CryptoPunk 7425,Male,"['Cap', 'Smile', 'Regular Shades']",3,"269Ξ ($870,339)","199Ξ ($738,762)","1Ξ ($4,324)"
CryptoPunk 9333,Female,"['Black Lipstick', 'Horned Rim Glasses', 'Mohawk Thin', 'Earring']",4,"77Ξ ($257,061)","77Ξ ($256,673)","67Ξ ($224,653)"
CryptoPunk 2637,Male,"['Normal Beard Black', 'Purple Hair']",2,"100Ξ ($333,845)","123.99Ξ ($539,247)","36Ξ ($79,730)"
CryptoPunk 5809,Female,"['Tassle Hat', 'Spots']",2,"79Ξ ($263,738)","79Ξ ($263,465)","10Ξ ($18,187)"
CryptoPunk 4792,Male,"['Handlebars', 'Earring']",2,"74.96Ξ ($248,976)","99Ξ ($384,509)","67Ξ ($224,653)"
CryptoPunk 9010,Male,"['Police Cap', 'Earring', 'VR']",3,"144.99Ξ ($449,808)","200Ξ ($829,640)","50Ξ ($124,334)"
CryptoPunk 793,Male,"['Shadow Beard', 'Purple Hair']",2,"90.95Ξ ($376,062)","90.95Ξ ($376,062)","107Ξ ($467,209)"
CryptoPunk 8938,Male,"['Bandana', 'Front Beard Dark']",2,"76.97Ξ ($244,454)","76.97Ξ ($247,038)","122Ξ ($417,802)"
CryptoPunk 5903,Male,"['Front Beard', 'Headband']",2,"79.97Ξ ($250,032)","79.97Ξ ($252,652)","67Ξ ($222,537)"
CryptoPunk 5927,Female,"['Bandana', 'Classic Shades', 'Cigarette']",3,"75Ξ ($249,109)",1.89KΞ ($6.27M),"67Ξ ($222,537)"
CryptoPunk 7355,Male,"['Earring', 'Headband', 'Mole']",3,"119.23Ξ ($451,070)","119.23Ξ ($451,070)","67Ξ ($222,537)"
CryptoPunk 4022,Male,"['Eye Mask', 'Handlebars', 'Fedora']",3,"125Ξ ($415,769)","125Ξ ($407,009)","50Ξ ($147,283)"
CryptoPunk 2367,Male,['Cap'],1,"180Ξ ($596,687)","295Ξ ($892,396)","90Ξ ($171,234)"
CryptoPunk 9659,Male,"['Pipe', 'Smile']",2,"111Ξ ($367,957)","111Ξ ($370,935)","133.33Ξ ($437,868)"
CryptoPunk 5635,Male,"['Mohawk Thin', 'Silver Chain', 'Nerd Glasses']",3,"94.67Ξ ($308,598)","94.67Ξ ($295,770)",
CryptoPunk 4368,Female,"['Black Lipstick', 'Headband', 'Regular Shades', 'Earring']",4,"70Ξ ($286,935)","74.99Ξ ($303,634)","52.50Ξ ($194,265)"
CryptoPunk 2616,Male,"['Hoodie', 'Mustache']",2,"210Ξ ($692,584)","210Ξ ($697,042)","122Ξ ($399,193)"
CryptoPunk 5050,Male,"['Shadow Beard', 'Shaved Head', 'Regular Shades']",3,"99Ξ ($308,864)","99Ξ ($310,597)","80Ξ ($263,842)"
CryptoPunk 2336,Male,"['Clown Nose', 'Earring', 'Clown Hair Green']",3,"148.14Ξ ($488,569)","148.14Ξ ($409,218)","110Ξ ($302,050)"
CryptoPunk 5835,Male,"['Chinstrap', 'Purple Hair', 'Classic Shades']",3,"105Ξ ($336,779)","105Ξ ($334,365)","85Ξ ($282,323)"
CryptoPunk 5142,Male,"['Normal Beard Black', 'Knitted Cap']",2,"155Ξ ($503,440)","129Ξ ($606,595)",
CryptoPunk 9577,Female,"['Pipe', 'Clown Hair Green']",2,"122Ξ ($482,636)","122Ξ ($453,907)","110Ξ ($435,163)"
CryptoPunk 2354,Male,"['Bandana', 'Clown Eyes Green']",2,"51.96Ξ ($209,341)","76.44Ξ ($313,000)","57Ξ ($190,872)"
CryptoPunk 5683,Male,"['Frumpy Hair', 'Frown']",2,"85Ξ ($389,469)","89.95Ξ ($426,412)","85Ξ ($402,947)"
CryptoPunk 8894,Male,"['Mohawk', 'Mole']",2,"98Ξ ($356,086)","98Ξ ($322,489)",0.51Ξ ($639)
CryptoPunk 4241,Male,"['Cap', 'Earring', 'Mole']",3,"80Ξ ($264,124)","80Ξ ($268,219)","63Ξ ($208,337)"
CryptoPunk 9106,Male,"['Stringy Hair', 'Cigarette', 'Front Beard', 'Regular Shades']",4,"110Ξ ($389,040)","110Ξ ($393,296)",
CryptoPunk 8484,Male,"['Earring', 'Shaved Head', 'Regular Shades']",3,"84.84Ξ ($280,104)",848.40Ξ ($2.75M),
CryptoPunk 3202,Female,"['Purple Eye Shadow', 'Frumpy Hair']",2,"99.99Ξ ($312,774)","99.99Ξ ($333,513)","72Ξ ($241,102)"
CryptoPunk 4511,Male,"['Mustache', 'Do-rag']",2,"115.69Ξ ($357,614)","115.69Ξ ($348,885)","93Ξ ($287,476)"
CryptoPunk 3544,Male,"['Mohawk Thin', 'Shadow Beard', 'Earring']",3,"75Ξ ($247,120)","75Ξ ($217,523)","69.10Ξ ($230,362)"
CryptoPunk 3625,Male,"['Front Beard', 'Peak Spike', 'Frown', 'Horned Rim Glasses']",4,"75Ξ ($247,120)","75Ξ ($247,991)",
CryptoPunk 5981,Male,"['Cigarette', 'Knitted Cap']",2,"153Ξ ($496,470)","153Ξ ($493,350)","1Ξ ($4,383)"
CryptoPunk 9532,Female,"['Black Lipstick', 'Crazy Hair', 'Earring', 'Nerd Glasses']",4,"145Ξ ($470,625)",500Ξ ($1.61M),"75Ξ ($247,120)"
CryptoPunk 4318,Female,"['Clown Eyes Green', 'Mohawk Thin', 'Earring']",3,"92Ξ ($329,605)","92Ξ ($318,137)","89Ξ ($350,962)"
CryptoPunk 1476,Female,"['Pipe', 'Dark Hair', 'Earring']",3,"140Ξ ($443,470)","148Ξ ($473,678)",
CryptoPunk 2688,Male,"['Vampire Hair', 'Earring', 'Normal Beard', 'Regular Shades']",4,"124.95Ξ ($404,992)","124.95Ξ ($404,992)","77Ξ ($256,202)"
CryptoPunk 4511,Male,"['Mustache', 'Do-rag']",2,"115.69Ξ ($357,614)","115.69Ξ ($348,885)","93Ξ ($287,476)"
CryptoPunk 9840,Female,"['Horned Rim Glasses', 'Hot Lipstick', 'Frumpy Hair']",3,"76.97Ξ ($254,534)","76.97Ξ ($256,503)","67Ξ ($211,676)"
CryptoPunk 7522,Female,"['Vape', 'Stringy Hair']",2,"69Ξ ($230,768)",,0.25Ξ ($57)
CryptoPunk 2354,Male,"['Bandana', 'Clown Eyes Green']",2,"51.96Ξ ($209,341)","76.44Ξ ($313,000)","57Ξ ($190,872)"
CryptoPunk 1855,Female,"['Bandana', 'Earring']",2,"82Ξ ($352,521)","99.50Ξ ($427,171)","82Ξ ($349,180)"
CryptoPunk 3054,Male,"['Messy Hair', 'Small Shades']",2,"136.95Ξ ($392,759)",,"95Ξ ($373,596)"
CryptoPunk 2635,Male,"['Frumpy Hair', 'Mustache']",2,"79.35Ξ ($247,559)","79.35Ξ ($256,017)","57Ξ ($182,216)"
CryptoPunk 5575,Male,"['Front Beard', 'Do-rag']",2,"109.69Ξ ($373,763)","109.69Ξ ($379,535)","94.50Ξ ($337,064)"
CryptoPunk 3621,Female,"['Mohawk', 'Earring', 'Cigarette']",3,"99Ξ ($348,981)","149Ξ ($563,598)","100Ξ ($352,900)"
CryptoPunk 1315,Female,['Stringy Hair'],1,"99.98Ξ ($332,905)","99.98Ξ ($331,859)",0.20Ξ ($53)
CryptoPunk 1633,Male,"['Cigarette', 'Bandana', 'Mole']",3,"100Ξ ($385,975)","250Ξ ($857,628)","90Ξ ($344,656)"
CryptoPunk 1848,Male,"['Stringy Hair', 'Clown Eyes Blue']",2,"66.66Ξ ($221,959)","197Ξ ($639,464)",0.31Ξ ($69)
CryptoPunk 3770,Female,"['Green Eye Shadow', 'Half Shaved', 'Purple Lipstick', 'Cigarette']",4,"129.99Ξ ($491,777)","129.99Ξ ($447,595)","112Ξ ($385,650)"
CryptoPunk 7429,Female,"['Blue Eye Shadow', 'Bandana', 'Purple Lipstick']",3,"67.47Ξ ($224,493)","67.47Ξ ($224,493)","58Ξ ($192,266)"
CryptoPunk 660,Female,"['Purple Eye Shadow', 'Wild Hair', 'Purple Lipstick', 'Earring']",4,"100Ξ ($378,319)","100Ξ ($371,787)","26.69Ξ ($41,855)"
CryptoPunk 5384,Female,"['Clown Eyes Green', 'Frumpy Hair', 'Purple Lipstick']",3,"68.50Ξ ($228,448)","68.50Ξ ($228,824)",<0.01Ξ ($3)
CryptoPunk 8667,Male,"['Frown', 'Muttonchops', 'Wild Hair']",3,"66.97Ξ ($223,345)","149.69Ξ ($687,721)","105Ξ ($501,264)"
CryptoPunk 4744,Male,"['Mohawk Thin', 'Classic Shades', 'Mustache']",3,"97.99Ξ ($403,620)","97.99Ξ ($393,852)","111Ξ ($372,960)"
CryptoPunk 5473,Male,"['Hoodie', 'Shadow Beard', 'Pipe']",3,"270Ξ ($901,932)",350Ξ ($1.14M),"270Ξ ($892,766)"
CryptoPunk 1834,Male,"['Cap', 'Earring', 'Mole']",3,"75Ξ ($250,537)","85Ξ ($324,211)","65Ξ ($210,146)"
CryptoPunk 6139,Male,"['Normal Beard Black', 'Spots', 'Mohawk']",3,"110Ξ ($470,569)","159Ξ ($725,271)","106.50Ξ ($455,596)"
CryptoPunk 7984,Male,"['Vampire Hair', 'Normal Beard Black', 'Eye Patch']",3,"150Ξ ($495,981)",,"150Ξ ($499,280)"
CryptoPunk 7568,Female,"['Blue Eye Shadow', 'Hot Lipstick', 'Dark Hair']",3,"86.88Ξ ($403,858)","86.88Ξ ($402,733)","88Ξ ($403,977)"
CryptoPunk 7842,Male,"['Bandana', 'Mole']",2,"65Ξ ($214,925)","65Ξ ($214,925)",
CryptoPunk 9798,Male,"['Front Beard', 'Earring', 'Mohawk Dark']",3,"65.75Ξ ($217,405)",,
CryptoPunk 7172,Female,"['Blue Eye Shadow', 'Earring', 'Mohawk Dark']",3,"69.42Ξ ($229,540)","69.42Ξ ($192,413)",
CryptoPunk 6622,Male,"['Buck Teeth', 'Earring', 'Shaved Head']",3,"119.95Ξ ($425,449)","119.95Ξ ($409,882)","77Ξ ($265,796)"
CryptoPunk 9967,Female,"['Knitted Cap', 'Green Eye Shadow']",2,"69Ξ ($228,151)","86Ξ ($373,441)","60Ξ ($247,573)"
CryptoPunk 769,Male,"['Silver Chain', 'Fedora']",2,"75.69Ξ ($286,805)","89.95Ξ ($335,362)",
CryptoPunk 9724,Male,"['Fedora', 'Earring', 'Regular Shades']",3,"99.99Ξ ($320,922)","99.99Ξ ($335,269)","90Ξ ($301,773)"
CryptoPunk 5373,Female,"['Pipe', 'Frumpy Hair', 'Purple Lipstick', 'Earring']",4,"99Ξ ($329,140)","99Ξ ($315,494)","27Ξ ($62,585)"
CryptoPunk 2916,Male,"['Bandana', 'Clown Nose', 'Goat']",3,"72Ξ ($239,375)","72Ξ ($218,936)","19.90Ξ ($63,025)"
CryptoPunk 3822,Male,"['Headband', 'Smile']",2,"180Ξ ($584,082)",,"110Ξ ($353,746)"
CryptoPunk 6879,Male,"['Bandana', 'Clown Eyes Blue', 'Big Beard']",3,"90Ξ ($299,218)","90Ξ ($300,119)","22.22Ξ ($41,732)"
CryptoPunk 7842,Male,"['Bandana', 'Mole']",2,"65Ξ ($214,925)","65Ξ ($214,925)",
CryptoPunk 4242,Female,"['Green Eye Shadow', 'Mohawk Thin', 'Hot Lipstick']",3,"95Ξ ($308,454)",,"62Ξ ($206,128)"
CryptoPunk 7404,Male,"['Cap Forward', 'Goat']",2,"150Ξ ($483,677)","150Ξ ($466,192)","125Ξ ($402,497)"
CryptoPunk 2522,Male,"['Mohawk Thin', 'Earring']",2,"70Ξ ($281,278)","70Ξ ($282,671)",
CryptoPunk 2834,Male,"['Front Beard', 'Fedora']",2,"143.90Ξ ($465,734)","143.90Ξ ($435,869)","100Ξ ($297,123)"
CryptoPunk 9798,Male,"['Front Beard', 'Earring', 'Mohawk Dark']",3,"65.75Ξ ($217,405)",,
CryptoPunk 2688,Male,"['Vampire Hair', 'Earring', 'Normal Beard', 'Regular Shades']",4,"124.95Ξ ($404,992)","124.95Ξ ($404,992)","77Ξ ($256,202)"
CryptoPunk 1711,Female,"['Eye Mask', 'Straight Hair Dark']",2,"104.99Ξ ($409,519)","104.99Ξ ($390,339)","92Ξ ($325,693)"
CryptoPunk 2932,Male,['Front Beard'],1,"99.98Ξ ($332,398)",800Ξ ($2.47M),"60Ξ ($181,745)"
CryptoPunk 259,Male,"['Eye Mask', 'Cap Forward', 'Earring']",3,"143Ξ ($489,510)","143Ξ ($486,440)","23Ξ ($48,793)"
CryptoPunk 2102,Male,"['Mustache', 'Do-rag']",2,"123.50Ξ ($370,614)","123.50Ξ ($367,043)","116Ξ ($348,224)"
CryptoPunk 8961,Female,"['Blue Eye Shadow', 'Mohawk Dark']",2,"71.99Ξ ($239,997)","249.69Ξ ($799,140)",<0.01Ξ ($<0.01)
CryptoPunk 3438,Male,"['Frumpy Hair', 'Frown', 'Shadow Beard', 'Classic Shades', 'Earring']",5,"115Ξ ($383,381)","180Ξ ($798,739)","35Ξ ($69,509)"
CryptoPunk 1942,Male,"['Bandana', 'Chinstrap']",2,"89.98Ξ ($307,830)","89.98Ξ ($300,991)","81Ξ ($262,544)"
CryptoPunk 3327,Male,"['Earring', 'Headband']",2,"124.95Ξ ($450,324)","124.95Ξ ($454,097)","119Ξ ($428,880)"
CryptoPunk 4093,Female,"['Green Eye Shadow', 'Straight Hair Blonde', 'Hot Lipstick']",3,<0.01Ξ ($0),299Ξ ($1.24M),"58.25Ξ ($188,087)"
CryptoPunk 8376,Female,"['Black Lipstick', 'Headband', 'Earring', 'Nerd Glasses']",4,"82.99Ξ ($276,668)","82.99Ξ ($255,216)","24.25Ξ ($66,849)"
CryptoPunk 3560,Female,"['Blonde Short', 'Clown Eyes Blue']",2,"82.50Ξ ($275,034)","89Ξ ($335,283)",
CryptoPunk 9713,Female,"['Mohawk Dark', 'Clown Eyes Blue']",2,"78.99Ξ ($263,333)","127Ξ ($490,455)",
CryptoPunk 2913,Male,"['Stringy Hair', 'Front Beard', 'Small Shades']",3,"69.42Ξ ($232,686)","69.42Ξ ($124,060)",<0.01Ξ ($<0.01)
CryptoPunk 1014,Male,"['Luxurious Beard', 'Cap Forward']",2,"100Ξ ($335,186)",,"76Ξ ($236,048)"
CryptoPunk 3802,Male,"['Muttonchops', 'Earring', 'Mohawk Dark']",3,"67.95Ξ ($227,759)","72Ξ ($270,450)","50Ξ ($204,160)"
CryptoPunk 6676,Male,"['Mohawk Thin', 'Silver Chain']",2,"128.50Ξ ($409,691)",249Ξ ($1.03M),"26Ξ ($73,477)"
CryptoPunk 8326,Female,"['Black Lipstick', 'Green Eye Shadow', 'Mohawk Thin', 'Earring']",4,"106Ξ ($404,349)","126.50Ξ ($523,062)","70Ξ ($250,786)"
CryptoPunk 5455,Male,"['Peak Spike', 'Pipe']",2,"114Ξ ($384,064)","77.95Ξ ($290,623)","68Ξ ($276,582)"
CryptoPunk 368,Female,"['Frumpy Hair', 'Purple Lipstick']",2,"70Ξ ($234,630)","70Ξ ($231,235)","21.50Ξ ($46,375)"
CryptoPunk 6025,Female,"['Red Mohawk', 'Black Lipstick', 'Cigarette']",3,"71.99Ξ ($241,300)","71.99Ξ ($240,784)","60Ξ ($187,181)"
CryptoPunk 4643,Female,"['Mohawk', 'Green Eye Shadow', 'Hot Lipstick']",3,"97.99Ξ ($326,616)",,"111Ξ ($376,521)"
CryptoPunk 1695,Male,"['Chinstrap', 'Earring', 'Shaved Head']",3,"67.80Ξ ($227,256)","67.80Ξ ($225,674)",0.31Ξ ($69)
CryptoPunk 8961,Female,"['Blue Eye Shadow', 'Mohawk Dark']",2,"71.99Ξ ($239,997)","249.69Ξ ($799,140)",<0.01Ξ ($<0.01)
CryptoPunk 3027,Male,"['Bandana', 'Front Beard Dark', '3D Glasses']",3,"130Ξ ($435,742)",240Ξ ($1.14M),"170Ξ ($814,870)"
CryptoPunk 880,Male,"['Stringy Hair', 'Earring']",2,"67Ξ ($224,575)","67Ξ ($223,012)","30Ξ ($82,913)"
CryptoPunk 4198,Female,"['Clown Eyes Green', 'Straight Hair Dark']",2,"90Ξ ($335,372)","90Ξ ($334,850)","80Ξ ($301,430)"
CryptoPunk 3086,Male,"['Cap', 'Regular Shades', 'Mole']",3,"84.20Ξ ($280,262)","84.20Ξ ($281,376)","50Ξ ($160,182)"
CryptoPunk 9053,Female,"['Mole', 'Tassle Hat', 'Vape', 'Earring']",4,"84Ξ ($279,597)","84Ξ ($280,953)","52Ξ ($169,781)"
CryptoPunk 6678,Female,"['Horned Rim Glasses', 'Dark Hair', 'Purple Lipstick']",3,"118.50Ξ ($430,656)","118.50Ξ ($404,395)","81.81Ξ ($293,097)"
CryptoPunk 4187,Male,"['Crazy Hair', 'Small Shades']",2,"168Ξ ($537,550)","168Ξ ($550,158)","24Ξ ($60,046)"
CryptoPunk 9696,Male,"['Cigarette', 'Crazy Hair', 'Mole']",3,"110Ξ ($469,469)","110Ξ ($478,612)","109Ξ ($465,201)"
CryptoPunk 7740,Male,"['Messy Hair', 'Eye Mask', 'Frown', 'Normal Beard']",4,"107Ξ ($426,982)","111Ξ ($447,003)","107Ξ ($426,982)"
CryptoPunk 2233,Male,"['Stringy Hair', 'Goat']",2,"66.99Ξ ($222,978)","209.69Ξ ($680,423)",0.31Ξ ($69)
CryptoPunk 891,Male,"['Shadow Beard', 'Earring', 'Top Hat']",3,"199.99Ξ ($665,673)","199.99Ξ ($663,817)","150Ξ ($499,280)"
CryptoPunk 3937,Male,"['Wild Hair', 'Nerd Glasses']",2,"149Ξ ($461,344)","149Ξ ($478,585)",0.10Ξ ($234)
CryptoPunk 2661,Male,"['Earring', 'Crazy Hair', 'Mole']",3,"87Ξ ($289,582)","87Ξ ($291,332)","43Ξ ($126,129)"
CryptoPunk 53,Female,"['Big Shades', 'Straight Hair']",2,"129.99Ξ ($432,676)","129.99Ξ ($326,046)","44Ξ ($110,905)"
CryptoPunk 3209,Male,"['Earring', '3D Glasses', 'Mohawk Dark']",3,"125Ξ ($416,066)","139.99Ξ ($578,285)","130Ξ ($539,399)"
CryptoPunk 7168,Male,"['Front Beard', 'Cap Forward', '3D Glasses']",3,"135Ξ ($449,352)",,"91.25Ξ ($305,563)"
CryptoPunk 1386,Female,"['Mole', 'Tassle Hat', 'Clown Nose']",3,"125Ξ ($503,747)","139.69Ξ ($495,430)","125Ξ ($499,758)"
CryptoPunk 2223,Male,"['Police Cap', 'Horned Rim Glasses']",2,"95Ξ ($297,165)","95Ξ ($315,329)",0.40Ξ ($109)
CryptoPunk 312,Male,"['Cap Forward', 'Chinstrap']",2,"148Ξ ($459,917)","150Ξ ($443,904)","148Ξ ($459,917)"
CryptoPunk 2544,Female,"['Tassle Hat', 'Regular Shades']",2,"84Ξ ($278,817)","300Ξ ($955,506)","50Ξ ($162,799)"
CryptoPunk 7370,Male,"['Eye Mask', 'Vape', 'Headband']",3,"75.69Ξ ($251,234)","250Ξ ($796,255)","54Ξ ($170,171)"
CryptoPunk 5157,Male,"['Peak Spike', 'VR', 'Mole']",3,"94Ξ ($312,010)",,"32Ξ ($101,874)"
CryptoPunk 3507,Male,"['Handlebars', 'Do-rag', '3D Glasses']",3,"159.99Ξ ($519,468)","230Ξ ($775,415)","130Ξ ($514,145)"
CryptoPunk 5964,Male,"['VR', 'Shaved Head']",2,"114.99Ξ ($385,525)",399Ξ ($1.34M),"62Ξ ($200,185)"
CryptoPunk 4855,Male,"['Earring', 'VR', 'Shaved Head']",3,"134.99Ξ ($439,253)","134.99Ξ ($429,866)","65Ξ ($263,719)"
CryptoPunk 9891,Male,"['Clown Eyes Blue', 'Luxurious Beard', 'Mohawk']",3,"75Ξ ($248,944)","106.99Ξ ($496,596)","23.23Ξ ($44,104)"
CryptoPunk 8286,Female,"['Headband', '3D Glasses']",2,"115Ξ ($381,714)","142.22Ξ ($579,000)","78Ξ ($322,023)"
CryptoPunk 9326,Female,"['Cap', 'Regular Shades', 'Purple Lipstick', 'Earring']",4,"137.79Ξ ($549,912)","137.79Ξ ($484,966)","37.50Ξ ($94,969)"
CryptoPunk 3167,Male,"['Earring', 'Knitted Cap', '3D Glasses']",3,"140Ξ ($464,695)","169.99Ξ ($789,012)","155Ξ ($643,129)"
CryptoPunk 3731,Male,"['Luxurious Beard', 'Cap', 'Earring']",3,"100Ξ ($331,925)","159Ξ ($691,524)","125Ξ ($449,414)"
CryptoPunk 1843,Male,"['Luxurious Beard', 'Wild Hair', 'Earring']",3,"125Ξ ($414,906)",,0.05Ξ ($16)
CryptoPunk 1095,Male,"['Frumpy Hair', 'Luxurious Beard', 'Earring']",3,"100Ξ ($331,925)","100Ξ ($333,341)","6Ξ ($10,779)"
CryptoPunk 952,Female,"['Mole', 'Eye Patch', 'Earring', 'Straight Hair Dark']",4,"69.69Ξ ($231,319)","69.69Ξ ($220,634)",
CryptoPunk 1308,Male,"['Normal Beard Black', 'Purple Hair']",2,"100Ξ ($331,925)","230Ξ ($813,544)",
CryptoPunk 6448,Female,"['Knitted Cap', 'Eye Patch']",2,"69.96Ξ ($232,215)","69.96Ξ ($233,994)","59.99Ξ ($199,446)"
CryptoPunk 2067,Female,"['Black Lipstick', 'Crazy Hair']",2,"79.39Ξ ($254,915)","90Ξ ($342,372)","111.11Ξ ($428,026)"
CryptoPunk 7163,Male,"['Fedora', 'Vape', 'Horned Rim Glasses', 'Big Beard']",4,"195Ξ ($556,401)",350Ξ ($1.46M),"148Ξ ($453,136)"
CryptoPunk 536,Male,"['Hoodie', 'Horned Rim Glasses', 'Normal Beard']",3,"167Ξ ($554,315)",,"125Ξ ($410,749)"
CryptoPunk 7051,Male,"['Mohawk Thin', 'Smile']",2,"74.99Ξ ($248,911)","74.99Ξ ($211,371)","25Ξ ($46,932)"
CryptoPunk 8698,Male,"['Bandana', 'Luxurious Beard', 'Clown Eyes Green']",3,"79.99Ξ ($267,541)",,"55Ξ ($180,613)"
CryptoPunk 9890,Female,"['Red Mohawk', 'Blue Eye Shadow', 'Black Lipstick', 'Earring']",4,"96.96Ξ ($316,965)","96.96Ξ ($312,754)","60.69Ξ ($202,989)"
CryptoPunk 1728,Male,"['Frown', 'Mohawk Thin', 'Small Shades']",3,"95Ξ ($359,403)","95Ξ ($353,227)","80Ξ ($297,430)"
CryptoPunk 4410,Female,['Clown Eyes Blue'],1,"169Ξ ($548,522)","300Ξ ($973,707)","39Ξ ($86,008)"
CryptoPunk 4274,Female,"['Black Lipstick', 'Regular Shades', 'Mohawk Dark']",3,"87.27Ξ ($272,268)","87.27Ξ ($271,995)",
CryptoPunk 480,Male,"['Chinstrap', 'Earring', 'Top Hat']",3,"135Ξ ($451,532)","135Ξ ($451,532)",0.05Ξ ($14)
CryptoPunk 8565,Female,"['Blonde Short', 'Clown Eyes Blue']",2,"79Ξ ($264,230)","170Ξ ($548,575)","24.50Ξ ($71,551)"
CryptoPunk 9905,Male,"['Eye Mask', 'Muttonchops']",2,"102Ξ ($330,882)","102Ξ ($331,618)","30Ξ ($75,301)"
CryptoPunk 9124,Male,"['Shadow Beard', 'Silver Chain', 'Classic Shades', 'Shaved Head']",4,"139Ξ ($438,909)","200Ξ ($745,804)","55Ξ ($153,361)"
CryptoPunk 8269,Female,"['Red Mohawk', 'Earring', 'Cigarette']",3,"104.20Ξ ($338,019)","104.20Ξ ($339,809)","80Ξ ($302,557)"
CryptoPunk 8113,Male,"['Messy Hair', 'Eye Mask']",2,"82.14Ξ ($274,732)","82.14Ξ ($275,057)",
CryptoPunk 2546,Female,"['Black Lipstick', 'Earring', 'Straight Hair Dark']",3,"69.42Ξ ($232,188)","69.42Ξ ($231,985)",
CryptoPunk 9532,Female,"['Black Lipstick', 'Crazy Hair', 'Earring', 'Nerd Glasses']",4,"145Ξ ($470,625)",500Ξ ($1.61M),"75Ξ ($247,120)"
CryptoPunk 7144,Male,"['Hoodie', 'Vape']",2,"220Ξ ($735,830)","220Ξ ($716,672)","175Ξ ($585,319)"
CryptoPunk 2233,Male,"['Stringy Hair', 'Goat']",2,"66.99Ξ ($222,978)","209.69Ξ ($680,423)",0.31Ξ ($69)
CryptoPunk 6979,Male,"['Wild Hair', 'VR', 'Big Beard']",3,"142.69Ξ ($477,252)",250.69Ξ ($1.07M),"45Ξ ($80,276)"
CryptoPunk 3583,Male,"['Peak Spike', 'Normal Beard', 'Eye Patch']",3,"99Ξ ($412,813)","121.99Ξ ($463,068)","50Ξ ($197,241)"
CryptoPunk 9571,Female,"['Half Shaved', 'Purple Lipstick', 'Cigarette']",3,"69.69Ξ ($233,091)","69.69Ξ ($232,305)","40Ξ ($133,946)"
CryptoPunk 1203,Male,"['Wild Hair', 'Nerd Glasses', 'Big Beard']",3,"125Ξ ($418,085)","145.55Ξ ($597,481)","70Ξ ($209,126)"
CryptoPunk 7554,Male,"['Eye Mask', 'Shadow Beard', 'Shaved Head']",3,"180Ξ ($621,002)","180Ξ ($702,099)","160Ξ ($510,787)"
